0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
103.2,65.6,3.7
103.2,65.6,3.7
103.4,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.6
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.6
103.2,65.6,3.6
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.6
103.2,65.6,3.5
103.2,65.6,3.6
103.4,65.6,3.6
103.4,65.6,3.6
103.4,65.6,3.5
103.4,65.6,3.5
103.4,65.6,3.5
103.4,65.6,3.5
103.2,65.6,3.6
103.2,65.6,3.4
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.5
103.4,65.6,3.5
103.4,65.6,3.4
103.5,65.6,3.5
103.4,65.6,3.6
103.4,65.6,3.6
103.2,65.6,3.6
103.4,65.6,3.5
103.4,65.6,3.5
103.4,65.6,3.6
103.4,65.6,3.6
103.2,65.6,3.6
103.4,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.6
103.4,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.5
103.4,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.6
103.2,65.6,3.6
103.4,65.6,3.6
103.4,65.6,3.5
103.5,65.6,3.4
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.4
103.2,65.6,3.7
103.2,65.6,3.7
103.2,65.6,3.6
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.5
103.2,65.6,3.6
103.5,65.6,3.5
103.5,65.6,3.5
103.5,65.6,3.5
103.5,65.6,3.5
103.5,65.5,3.4
103.5,65.5,3.5
103.5,65.5,3.7
103.5,65.2,3.7
103.6,65.2,3.6
103.9,64.9,3.6
104.0,64.8,3.6
104.0,64.8,3.6
104.1,64.8,4.2
104.3,64.7,4.4
104.3,64.7,4.9
105.1,64.4,5.6
105.1,64.3,6.6
105.6,64.0,7.7
105.6,63.8,8.9
105.9,63.5,10.4
106.4,63.2,10.4
106.4,63.2,10.4
106.3,63.2,12.0
107.0,62.5,15.8
107.1,62.6,17.1
107.5,62.2,19.0
107.8,62.0,20.9
107.7,62.3,20.9
108.1,61.7,24.1
108.8,61.2,26.2
108.9,61.0,27.8
109.4,60.7,27.8
109.4,60.7,27.8
109.7,60.3,30.0
109.5,60.6,30.0
110.6,60.0,31.7
110.9,60.0,31.7
110.9,60.0,35.4
111.4,60.0,39.0
111.1,60.5,41.0
111.1,60.8,41.0
111.5,60.6,42.9
111.7,60.9,44.7
112.2,60.8,48.7
112.5,61.1,48.8
112.5,61.1,48.8
112.5,61.1,50.6
112.5,61.1,50.6
112.3,61.4,50.7
112.5,61.4,52.4
112.1,62.2,58.3
112.1,62.5,58.3
112.1,62.5,59.4
112.1,62.7,59.4
112.1,62.7,59.8
112.1,62.7,59.8
112.1,62.7,61.0
111.9,62.9,61.0
111.9,62.9,61.0
112.1,62.8,61.9
112.2,63.1,62.2
112.2,63.1,62.4
112.2,63.1,62.4
112.2,63.1,61.9
112.2,63.1,61.2
112.5,62.9,61.0
112.7,62.9,60.3
112.7,62.9,60.3
112.8,62.8,59.8
112.8,62.8,59.8
112.8,62.7,59.8
112.8,62.7,59.8
112.8,62.7,59.0
112.9,62.6,58.7
113.1,62.4,57.5
113.1,62.6,57.3
113.1,62.6,56.6
113.1,62.6,56.6
113.2,62.7,56.6
113.2,62.7,56.5
113.1,62.7,56.5
113.1,62.9,56.0
113.2,62.9,55.3
113.2,62.9,55.3
113.1,63.0,55.0
113.2,62.9,54.6
113.0,62.9,53.8
112.9,63.1,53.9
112.9,63.1,52.8
112.9,63.1,52.8
112.7,63.3,52.8
112.7,63.3,52.8
112.2,63.7,52.6
112.2,63.7,51.6
111.8,64.0,51.6
111.8,64.0,51.6
111.8,64.0,51.3
111.5,64.2,50.6
111.4,64.3,50.4
111.4,64.3,50.4
110.9,64.5,50.1
111.0,64.5,49.5
110.9,64.6,49.3
110.8,64.6,49.0
110.9,64.6,48.4
110.6,64.6,48.4
110.6,64.6,48.4
110.5,64.7,47.8
110.6,64.7,47.3
110.6,64.6,46.9
110.5,64.5,46.9
110.5,64.5,46.9
110.5,64.7,46.9
110.3,64.7,46.6
110.2,64.7,46.6
110.2,64.7,46.6
110.2,64.7,45.9
110.2,64.6,45.7
110.1,64.7,45.4
110.2,64.7,45.4
110.0,64.8,45.4
110.0,64.8,44.4
109.8,64.9,44.4
109.8,64.9,44.1
109.8,64.9,43.9
109.8,64.9,43.9
109.8,64.9,43.7
109.7,65.2,43.7
109.7,65.2,43.2
109.5,65.3,43.2
109.4,65.6,43.2
109.3,65.7,42.9
109.3,65.7,42.5
109.4,65.6,42.2
109.2,66.0,42.2
109.2,66.0,42.1
109.2,66.0,42.1
109.1,66.1,41.9
109.1,66.0,41.9
109.1,66.0,41.8
109.1,66.1,40.6
109.2,66.1,40.6
109.2,66.1,40.6
109.2,66.1,39.8
109.3,66.0,39.4
109.3,66.0,39.4
109.3,66.0,39.4
109.3,66.0,39.4
109.3,66.0,39.4
109.3,66.0,38.6
109.4,65.9,37.9
109.4,65.8,37.5
109.5,65.8,37.5
109.5,65.5,37.2
109.5,65.5,36.1
109.7,65.1,36.1
109.7,65.1,36.1
109.7,65.1,36.1
109.8,64.9,35.8
109.8,64.8,35.8
109.8,64.7,35.5
109.9,64.7,34.8
109.9,64.5,34.6
109.9,64.5,34.6
109.9,64.5,34.6
109.8,64.1,34.6
109.8,64.1,34.6
109.8,64.1,34.6
109.7,64.1,34.5
109.7,63.9,34.5
109.7,63.9,34.5
109.6,63.8,34.5
109.5,63.8,34.5
109.5,63.8,34.5
109.5,63.8,34.5
109.4,63.8,34.6
109.4,63.8,34.6
109.4,63.8,34.9
109.4,63.9,34.9
109.3,63.9,34.9
109.3,63.9,34.9
109.1,63.8,35.7
109.1,63.8,35.8
109.1,63.9,36.0
109.0,63.9,36.4
108.9,63.9,36.8
108.9,63.9,36.8
108.9,63.9,36.8
108.9,63.9,37.1
109.1,63.9,37.6
109.3,64.0,38.0
109.3,64.0,38.0
109.2,64.0,38.2
109.2,64.0,38.3
109.3,64.2,38.6
109.3,64.2,38.6
109.4,64.1,38.6
109.4,64.1,38.6
109.8,64.2,38.9
109.8,64.3,39.5
110.1,64.3,39.7
110.1,64.3,39.7
110.1,64.3,39.7
110.3,64.5,39.7
110.3,64.5,39.7
110.6,64.5,40.4
110.6,64.5,40.4
110.6,64.5,40.7
111.1,64.4,41.1
111.1,64.4,41.3
111.1,64.4,41.4
111.1,64.4,41.4
111.1,64.3,41.4
111.1,64.1,41.4
111.1,64.1,42.0
111.0,64.0,42.0
111.0,64.0,42.0
111.0,64.0,42.0
111.0,63.9,42.0
111.0,63.9,42.0
111.2,63.7,42.1
111.4,63.7,43.0
111.3,63.7,43.0
111.3,63.5,43.2
111.3,63.5,43.2
111.3,63.4,43.2
111.3,63.4,43.4
111.3,63.4,43.4
111.3,63.4,43.5
111.3,63.4,43.6
111.3,63.4,43.9
111.0,63.6,44.0
111.0,63.6,44.2
111.0,63.6,44.2
111.0,63.6,44.2
110.8,63.8,44.3
110.8,63.8,44.3
110.8,63.8,44.3
110.7,63.9,44.6
110.7,63.9,44.6
110.5,63.9,44.5
110.2,64.0,44.8
110.2,64.0,44.8
110.2,64.0,45.1
110.2,64.1,45.5
109.8,64.3,45.5
109.8,64.3,45.5
109.6,64.4,45.6
109.6,64.4,45.6
109.6,64.4,45.6
109.6,64.4,45.8
109.4,64.4,45.8
109.4,64.4,46.3
109.1,64.5,46.7
109.0,64.5,46.7
108.9,64.8,46.8
108.9,64.8,47.0
108.9,64.8,47.2
108.9,64.8,47.2
108.8,64.9,47.2
108.8,64.9,47.5
108.7,65.0,47.5
