130.6,91.776.7
118.8,91.477.3
119.1,91.677.9
119.0,91.879.1
118.8,92.079.5
118.4,92.179.3
118.3,92.279.3
118.1,92.379.2
118.0,92.379.0
118.0,92.479.0
117.9,92.479.0
117.9,92.479.0
117.9,92.578.7
117.8,92.478.5
117.6,92.578.5
117.5,92.578.5
117.5,92.578.7
117.4,92.478.5
117.6,92.478.2
117.7,92.576.7
117.8,92.675.6
117.6,92.674.6
117.8,92.974.2
117.7,93.273.3
117.7,93.572.2
117.6,94.071.6
117.3,94.270.6
117.2,94.394.5
113.8,93.869.0
117.8,94.667.7
118.6,94.466.4
118.8,94.266.3
118.9,93.966.0
118.8,93.565.7
118.9,93.165.1
118.9,92.965.2
119.1,92.365.2
119.2,92.165.1
119.3,91.665.1
119.8,90.665.3
120.0,90.165.4
120.6,89.265.7
120.7,88.465.6
120.8,88.165.9
121.1,87.265.9
121.2,86.666.0
121.2,84.966.5
121.4,84.366.4
121.6,82.966.6
121.6,82.166.5
121.7,81.366.7
121.8,81.066.7
122.1,79.466.3
122.1,78.566.5
122.2,77.666.6
122.2,76.666.5
122.2,76.265.9
122.4,74.365.8
122.4,73.065.4
122.6,72.365.4
122.7,71.565.2
123.1,70.165.2
123.3,69.665.1
123.6,69.065.0
124.2,68.164.9
124.5,67.765.3
124.6,67.565.6
124.9,67.066.0
125.1,67.066.2
125.4,66.766.4
125.7,66.666.9
126.0,66.767.1
126.3,66.767.2
0.0,0.067.2
127.0,66.767.5
127.3,66.867.8
127.4,66.767.7
127.5,66.667.8
127.4,66.467.6
127.3,66.267.6
127.0,66.167.6
126.7,65.867.1
126.7,65.866.9
126.1,65.766.6
125.9,65.666.3
125.5,65.666.3
125.2,65.665.8
124.7,65.565.5
124.1,65.665.2
123.6,65.565.1
123.0,65.565.1
122.2,65.664.9
121.1,65.664.9
120.0,65.765.2
119.2,65.865.4
118.8,66.165.4
118.0,66.265.5
116.3,66.565.6
114.9,67.065.9
113.9,67.365.9
112.4,67.866.3
111.7,68.166.2
110.1,68.966.6
108.8,69.566.3
108.3,69.666.5
107.0,70.466.5
103.8,71.966.5
103.0,72.466.7
100.1,74.066.9
98.5,75.067.0
96.9,75.867.3
95.2,76.767.4
93.4,77.467.5
90.6,78.667.5
88.6,79.167.6
87.9,79.467.5
84.9,80.267.6
83.1,80.667.4
81.3,81.267.3
80.4,81.467.0
77.5,82.067.1
74.9,82.367.2
72.2,82.567.2
69.8,82.367.0
69.1,82.367.2
67.6,82.167.0
65.2,81.791.2
68.3,82.667.0
63.2,81.066.8
61.6,80.666.8
60.4,80.066.7
59.0,79.466.6
57.9,78.766.7
56.7,78.166.8
55.7,77.367.0
55.2,76.866.8
54.3,75.967.2
51.9,72.867.1
51.2,71.589.6
55.4,72.267.2
49.5,68.466.7
49.2,67.666.7
0.0,0.066.7
47.5,63.366.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
0.0,0.066.2
61.9,54.53.3
51.7,41.85.8
52.3,42.25.2
52.9,42.53.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
0.0,0.03.8
55.3,43.01.9
0.0,0.01.9
0.0,0.01.9
0.0,0.01.9
0.0,0.01.9
55.0,42.81.9
55.0,42.81.9
0.0,0.01.9
0.0,0.01.9
0.0,0.01.9
0.0,0.01.9
0.0,0.01.9
55.0,42.81.9
