104.3,76.218.2
105.2,77.038.2
105.5,77.948.2
106.0,78.550.3
106.9,78.159.1
106.9,78.062.4
107.9,76.264.8
108.7,74.064.2
109.1,73.563.4
109.8,72.362.2
110.1,71.362.0
110.4,71.060.7
110.7,70.460.5
110.6,70.560.0
110.3,70.959.6
110.3,71.159.5
110.4,71.559.5
110.2,71.859.6
109.8,72.259.6
109.6,72.760.0
109.3,73.160.2
109.3,73.260.2
109.4,73.360.3
109.4,73.360.5
109.4,73.360.3
109.3,73.260.6
109.3,73.260.8
109.1,73.360.8
109.1,73.461.0
108.9,73.461.1
108.9,73.461.3
108.9,73.561.7
109.0,73.161.8
109.0,73.162.1
108.9,72.862.1
108.8,72.662.4
108.7,72.563.1
108.9,72.163.3
108.8,71.863.2
108.8,71.863.4
108.8,71.864.0
108.8,71.564.7
108.7,71.864.9
108.7,72.265.7
108.6,72.765.9
108.6,73.466.0
108.8,73.766.2
108.8,74.066.5
108.8,74.166.7
109.2,74.267.5
109.3,74.167.3
109.5,73.967.4
109.6,73.668.0
109.4,73.468.3
109.1,72.768.4
108.9,72.468.8
108.7,72.268.9
108.5,72.069.0
108.5,71.869.6
108.3,71.769.8
108.1,71.469.7
108.0,71.370.2
107.9,71.470.3
107.8,71.270.4
107.8,71.270.7
107.8,71.270.9
107.9,71.270.9
107.9,71.471.2
107.9,71.571.4
107.7,71.671.7
107.7,71.672.0
107.8,71.572.0
107.7,71.572.1
107.7,71.572.1
107.8,71.072.4
107.7,71.072.4
107.5,70.672.9
107.5,70.772.9
107.2,70.573.4
107.0,70.573.5
106.8,70.573.5
106.7,70.473.5
106.5,70.473.8
106.3,70.574.0
106.2,70.774.3
106.0,70.874.6
106.0,70.974.6
106.2,71.274.7
106.4,71.374.8
106.5,71.475.2
106.9,71.475.3
107.3,71.575.3
107.3,71.574.9
107.3,71.774.3
107.3,71.673.7
107.1,71.671.7
107.0,71.471.1
107.0,71.370.6
106.8,71.270.0
106.4,71.469.4
106.3,71.368.0
106.0,71.266.2
106.0,71.065.1
106.0,70.963.3
106.0,70.762.8
105.9,70.761.7
106.0,70.661.3
106.0,70.660.5
106.1,70.559.3
106.2,70.459.0
106.1,70.257.9
106.1,70.156.5
