106.0,163.9,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,3.1,94.4
105.8,162.9,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,162.8,3.0,94.8
105.8,162.8,3.4,94.8
105.8,162.7,2.8,94.8
105.8,163.0,2.9,94.4
105.8,162.8,2.7,94.8
105.8,163.0,2.9,94.4
105.8,162.8,3.0,94.8
105.8,163.0,2.9,94.4
105.8,162.8,3.0,94.8
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,3.1,94.4
105.8,162.9,2.9,94.4
105.8,163.0,2.9,94.4
105.8,162.8,3.0,94.8
105.8,163.0,3.1,94.4
105.8,162.9,2.9,94.4
105.8,162.8,3.0,94.8
105.8,163.0,2.9,94.4
105.8,162.8,3.0,94.8
105.8,162.8,3.0,94.8
105.8,162.8,3.0,94.8
105.8,162.8,3.2,94.8
105.8,162.9,2.9,94.4
105.8,163.0,3.1,94.4
105.8,162.8,3.0,94.8
105.8,162.8,3.0,94.8
105.8,162.8,3.0,94.8
105.8,163.0,3.1,94.4
105.8,162.8,3.2,94.8
105.8,162.8,3.2,94.8
105.8,162.8,3.0,94.8
105.8,163.0,2.9,94.4
105.8,162.8,3.0,94.8
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,162.8,3.0,94.8
105.8,162.8,3.0,94.8
105.8,162.8,3.0,94.8
105.8,162.8,3.0,94.8
105.8,163.0,2.9,94.4
105.8,163.0,2.9,94.4
105.8,163.0,2.7,94.4
105.8,163.0,2.7,94.4
105.8,162.9,3.2,94.8
105.8,162.8,3.0,94.8
105.0,163.3,3.3,85.6
104.6,163.4,3.3,81.3
104.6,163.4,3.5,81.3
104.6,163.4,3.3,81.3
104.6,163.4,3.3,81.3
104.5,163.4,3.1,85.6
104.5,163.5,3.3,85.6
104.6,163.6,3.7,80.5
104.7,163.7,3.3,85.2
105.1,164.0,3.1,81.3
104.8,164.1,3.3,85.6
104.8,164.0,3.5,85.6
105.0,163.8,3.1,85.2
105.0,163.9,2.6,85.2
105.3,164.2,2.8,85.6
105.2,164.1,2.6,81.3
105.6,164.1,3.0,85.2
105.8,163.8,3.1,85.6
105.8,163.9,3.1,85.2
105.8,163.9,3.1,85.2
105.8,163.8,2.9,85.6
105.8,164.0,3.1,85.2
105.8,163.9,3.1,85.2
105.8,163.9,3.1,85.2
105.8,163.8,3.1,85.6
105.8,163.9,3.1,85.2
105.8,163.9,2.9,85.2
105.8,164.0,3.1,85.2
105.8,163.9,2.9,85.2
105.8,164.0,2.8,85.2
105.8,164.0,2.8,85.2
105.8,164.0,3.1,85.2
105.8,163.9,3.1,85.2
105.8,163.9,2.9,85.2
105.8,164.0,3.1,85.2
105.8,163.9,3.1,85.2
105.8,163.9,3.1,85.2
105.8,163.9,3.1,85.2
105.8,163.9,2.9,85.2
105.8,164.0,2.8,85.2
105.8,163.9,2.9,85.6
