0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
0.0,0.00.0
114.2,58.839.7
112.1,61.952.5
112.3,61.859.3
111.9,62.063.9
111.6,62.264.2
111.5,61.765.2
111.6,60.768.5
111.3,60.771.2
110.7,60.772.0
110.7,60.672.0
110.6,60.471.9
110.6,60.471.9
110.6,60.471.9
110.1,59.777.4
109.1,60.380.1
108.8,60.681.3
108.3,60.584.6
107.7,61.286.0
107.6,61.585.7
107.6,61.486.0
107.6,61.585.9
107.6,61.586.0
107.6,61.586.0
107.6,61.586.2
107.6,61.586.2
105.2,62.286.5
105.2,62.386.7
105.2,62.386.7
105.2,62.398.2
104.2,64.387.7
105.1,62.587.3
105.1,62.487.3
105.1,62.487.3
105.1,62.487.6
105.1,62.587.6
105.1,62.587.6
105.1,62.587.6
103.8,62.187.4
103.8,62.187.2
103.8,62.187.1
103.8,62.087.1
103.8,62.086.9
103.8,62.098.0
103.0,64.087.6
103.8,62.186.8
103.9,62.086.6
103.9,61.986.6
103.9,61.986.6
103.9,61.986.6
103.9,61.986.4
103.9,61.986.1
102.7,63.386.4
102.7,63.486.5
102.7,63.486.5
102.7,63.486.8
102.7,63.586.8
102.7,63.586.9
102.7,63.587.2
102.7,63.587.6
102.6,63.687.6
102.6,63.687.7
102.6,63.687.9
102.6,63.688.0
102.6,63.788.2
102.6,63.788.2
100.9,62.788.0
100.9,62.688.0
100.9,62.688.0
100.9,62.688.0
100.9,62.688.1
100.9,62.788.0
100.9,62.688.0
100.9,62.688.0
100.9,62.687.8
100.9,62.687.7
100.9,62.687.3
100.9,62.587.2
100.9,62.587.5
100.9,62.687.3
99.5,63.587.2
99.5,63.487.2
99.5,63.487.1
99.5,63.487.1
99.5,63.486.9
99.5,63.487.1
99.5,63.486.9
99.5,63.486.8
99.5,63.486.6
99.6,63.386.4
99.6,63.386.3
99.6,63.386.3
99.6,63.386.3
99.6,63.386.6
97.7,62.386.7
97.7,62.387.0
97.7,62.487.3
97.7,62.487.6
97.7,62.587.9
97.7,62.588.1
97.7,62.688.6
97.7,62.788.7
97.6,62.788.7
97.6,62.788.9
97.6,62.788.6
97.7,62.788.6
97.7,62.788.6
97.6,62.153.3
98.8,55.986.6
97.6,61.887.8
97.6,62.087.7
97.6,62.087.5
97.6,61.987.5
97.6,61.987.4
97.6,61.986.7
97.6,61.886.6
97.6,61.886.3
97.7,61.785.9
97.7,61.685.9
97.7,61.685.8
97.7,61.685.0
96.3,63.385.2
96.3,63.485.1
96.3,63.484.9
96.3,63.385.1
96.3,63.484.8
96.3,63.384.8
96.3,63.397.1
96.0,65.497.6
95.9,65.485.2
96.3,63.484.8
96.3,63.384.8
96.3,63.384.8
96.3,63.384.6
96.3,63.384.6
96.3,63.384.6
96.3,63.384.6
100.2,63.384.8
100.2,63.384.8
100.2,63.384.8
100.2,63.384.8
100.2,63.384.8
100.2,63.384.8
100.2,63.384.8
100.2,63.384.9
100.2,63.384.8
100.2,63.384.9
100.2,63.384.9
100.2,63.384.9
100.2,63.385.1
100.2,63.485.2
102.9,62.485.0
102.9,62.384.9
102.8,62.084.8
102.8,62.084.6
102.7,62.084.6
102.7,62.084.5
102.7,61.984.6
102.5,62.284.2
102.5,62.184.2
102.2,62.784.0
102.2,62.684.2
102.2,62.684.0
102.0,63.184.0
102.0,63.184.0
102.0,63.184.0
101.8,63.484.0
101.8,63.484.0
101.5,63.784.4
101.5,63.884.6
101.5,63.884.4
101.5,64.184.3
101.5,64.184.2
101.5,64.184.2
101.5,64.383.9
101.5,64.383.7
101.5,64.583.8
101.5,64.583.6
101.4,64.283.4
101.2,64.283.0
101.3,64.182.8
101.1,63.982.7
101.0,64.182.5
101.0,64.182.5
100.8,64.182.6
100.5,64.182.5
100.3,64.082.5
100.3,64.082.5
100.3,64.083.1
99.9,63.983.4
99.9,63.984.3
99.7,64.084.6
99.5,63.785.4
99.3,63.686.7
99.2,63.887.0
99.0,63.587.5
99.0,63.488.0
99.1,62.789.2
99.0,62.889.5
99.0,62.689.5
99.0,62.589.9
99.1,62.790.0
99.1,62.990.0
99.1,63.089.6
99.2,63.189.4
99.3,63.289.0
99.7,63.388.7
99.9,63.487.8
100.3,63.487.4
101.0,63.285.7
101.4,62.785.4
101.7,62.584.9
102.1,62.484.9
102.5,62.284.7
103.0,62.296.8
102.5,64.185.1
103.6,62.084.8
103.8,61.784.4
104.4,61.485.0
104.7,61.185.1
105.1,60.785.6
105.5,60.786.5
105.8,60.987.0
106.1,60.987.3
106.2,61.187.5
106.5,61.287.6
106.6,61.288.3
106.5,61.388.3
106.6,61.488.5
106.6,61.488.1
106.5,61.388.0
106.4,61.387.8
106.2,61.287.5
105.9,61.487.5
105.4,61.686.8
105.3,61.586.4
104.9,61.586.1
104.5,61.686.1
104.1,61.685.9
103.8,61.585.9
103.8,61.585.6
103.7,61.286.0
103.6,61.085.3
103.5,60.885.3
103.5,60.885.3
103.3,60.685.0
103.2,60.583.7
103.1,60.383.1
102.9,60.283.2
102.9,60.382.9
103.0,60.282.9
103.0,60.083.3
103.1,60.183.0
103.1,60.083.3
103.3,59.983.3
103.4,59.783.4
103.4,59.583.5
103.4,59.583.7
103.2,59.583.8
103.2,59.683.5
103.3,59.583.5
103.6,59.583.5
103.6,59.583.4
103.6,59.583.2
104.0,59.383.3
103.9,59.383.2
104.0,59.383.5
104.1,59.183.6
104.1,59.283.6
104.1,59.183.9
104.2,59.084.2
104.1,59.184.3
104.2,59.184.8
104.3,59.185.1
104.5,59.285.8
104.4,59.286.6
104.4,59.486.8
104.6,59.287.1
104.7,59.387.2
104.8,59.087.8
104.9,58.988.3
104.9,59.188.7
105.2,58.889.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
0.0,0.089.0
103.6,58.684.5
103.9,57.784.3
0.0,0.084.3
104.6,57.984.4
104.9,58.084.4
105.1,58.284.3
105.5,58.784.4
105.5,59.084.5
105.5,59.184.3
105.6,59.284.4
105.6,59.584.4
105.7,59.984.5
105.7,59.984.5
106.0,59.984.5
106.0,60.084.4
106.1,59.984.5
106.2,60.084.4
106.2,60.084.4
106.5,60.084.4
106.5,60.084.4
106.7,59.984.2
106.9,59.984.1
106.9,60.084.1
107.1,60.083.8
107.1,59.983.6
107.2,59.983.3
107.2,60.083.0
107.2,60.083.0
107.0,60.083.3
106.8,60.282.8
106.8,60.382.8
106.6,60.382.8
106.5,60.382.8
106.4,60.583.3
106.3,60.883.3
106.0,60.982.9
105.8,60.982.8
