142.9,97.753.9
132.8,97.454.8
132.9,97.855.5
132.9,98.155.7
132.9,98.656.1
132.9,98.955.8
133.2,99.155.8
133.6,100.055.7
134.2,101.155.6
134.5,101.655.4
135.0,102.255.3
135.5,103.155.2
136.3,104.255.1
136.8,105.155.4
137.2,106.055.2
137.4,106.654.7
137.5,106.954.6
137.8,107.954.8
137.4,109.154.7
137.1,109.454.8
136.6,110.055.0
135.7,110.755.0
134.7,111.655.1
133.3,112.355.3
131.6,112.955.4
129.9,113.555.8
128.0,114.156.0
125.8,114.955.9
123.9,116.056.2
117.5,119.656.4
113.2,121.157.1
111.3,121.457.1
109.6,121.657.9
108.6,121.758.3
107.5,121.958.7
105.6,122.059.4
104.5,122.160.2
103.7,122.060.8
102.5,121.761.3
101.7,121.561.7
100.3,121.062.0
99.8,120.662.0
99.1,120.262.3
98.0,119.161.5
96.7,116.959.8
96.4,116.358.6
96.3,115.857.8
96.2,115.357.0
96.2,114.756.1
96.4,114.155.1
96.8,113.754.3
97.2,113.153.9
97.4,112.753.5
98.1,112.452.8
98.8,112.052.0
99.4,111.651.6
100.2,111.551.3
101.5,111.150.9
102.7,111.150.7
106.1,111.150.5
107.5,111.450.5
108.8,111.750.9
110.7,112.350.9
112.8,112.751.3
114.2,113.351.2
115.5,113.851.6
116.9,114.251.8
119.0,115.052.2
120.2,115.652.2
121.4,116.152.3
123.8,117.252.5
125.0,117.752.9
128.0,119.053.4
129.7,119.854.0
131.2,120.654.0
132.0,121.154.1
132.5,121.554.1
134.1,122.254.3
134.8,122.554.5
135.8,123.254.6
136.5,123.654.6
137.2,124.054.8
138.0,124.254.7
138.3,124.554.7
138.9,124.554.1
139.7,124.853.6
139.9,124.953.2
140.0,125.053.2
140.0,125.053.2
139.8,125.053.2
139.4,124.752.8
138.7,124.752.8
137.4,124.452.4
136.6,124.452.0
134.8,124.152.0
133.1,123.651.6
132.1,123.551.6
130.1,123.051.9
128.6,122.752.1
128.2,122.452.3
128.1,122.252.4
128.3,122.052.6
128.5,121.852.6
129.0,121.752.6
129.5,121.652.6
130.1,121.352.6
131.3,120.652.5
131.9,120.452.5
132.9,120.252.5
133.9,119.752.5
134.5,119.752.3
135.4,119.152.3
135.7,118.852.1
136.5,118.451.7
136.9,118.551.7
137.1,118.351.3
137.4,118.351.3
137.6,118.151.1
137.9,118.151.1
138.1,117.950.9
138.1,117.950.9
138.1,117.850.9
138.3,117.951.1
138.7,118.151.3
139.0,118.451.3
139.2,118.851.5
139.2,119.151.3
139.3,119.451.7
139.4,119.851.7
139.3,120.351.8
139.1,120.552.0
139.0,120.652.2
138.0,120.752.3
137.5,120.952.7
136.5,121.053.1
136.2,121.053.1
135.6,121.253.1
135.5,121.252.9
135.3,121.353.0
135.3,121.252.9
135.1,121.252.9
134.9,121.052.9
134.8,120.852.7
134.8,120.652.7
134.6,120.152.5
134.7,119.952.5
134.7,119.752.3
135.2,119.552.3
135.4,119.352.3
135.9,119.352.3
136.4,119.152.3
137.0,119.051.5
137.7,119.051.7
138.4,118.951.7
138.6,118.951.7
139.3,118.751.7
139.7,118.752.0
140.1,118.452.4
140.6,118.152.6
140.8,117.952.7
140.9,117.652.7
141.1,117.453.1
141.2,117.053.3
141.1,116.953.4
141.0,116.753.4
141.0,116.453.4
141.0,116.453.6
141.1,116.353.6
141.3,116.353.6
141.3,116.353.4
141.5,116.353.2
