117.5,229.4,3.7,-94.8
117.2,229.4,4.2,-99.5
117.2,229.4,4.2,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-90.0
117.4,229.2,3.7,-95.2
117.2,229.2,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.1,229.4,3.7,-94.8
117.4,229.2,4.0,-95.2
117.2,229.4,4.0,-90.0
117.2,229.2,3.7,-90.0
117.2,229.4,4.2,-90.0
117.3,229.4,4.0,-94.8
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-99.5
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.2,4.0,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-90.0
117.4,229.4,4.2,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.2,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.2,-90.0
117.2,229.2,3.7,-90.0
117.2,229.4,4.0,-90.0
117.3,229.4,4.0,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,4.2,-90.0
117.2,229.4,4.0,-90.0
117.3,229.4,4.0,-94.8
117.2,229.4,4.0,-90.0
117.2,229.2,4.0,-90.0
117.2,229.2,4.0,-90.0
117.1,229.4,3.7,-94.8
117.1,229.4,4.0,-94.8
117.2,229.4,3.7,-99.5
117.4,229.4,4.0,-94.8
117.3,229.4,4.0,-94.8
117.1,229.4,4.2,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.2,3.7,-90.0
117.4,229.4,3.7,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,3.7,-90.0
117.2,229.2,4.2,-90.0
117.2,229.4,4.2,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-90.0
117.1,229.4,4.0,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.1,229.4,4.0,-94.8
117.2,229.4,4.2,-90.0
117.3,229.4,4.0,-94.8
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-90.0
117.4,229.4,3.7,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.2,3.7,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,4.0,-90.0
117.1,229.4,4.0,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.2,3.7,-90.0
