94.4,82.2,3.9,85.2
94.5,82.2,3.6,90.0
94.4,82.2,4.1,85.2
94.4,82.2,3.8,85.2
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.9,90.0
94.5,82.2,3.9,90.0
94.5,82.2,3.6,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.4,82.2,3.8,85.2
94.4,82.1,3.8,85.6
94.4,82.2,3.6,85.2
94.4,82.2,3.8,85.2
94.4,82.2,3.8,85.2
94.4,82.2,3.8,85.2
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.6,90.0
94.4,82.1,3.6,85.6
94.4,82.1,3.6,85.6
94.5,82.2,3.6,90.0
94.5,82.2,3.9,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.9,90.0
94.5,82.2,3.8,90.0
94.4,82.2,3.9,85.2
94.4,82.2,3.9,85.2
94.4,82.2,3.9,85.2
94.4,82.2,3.8,85.2
94.4,82.2,3.8,85.2
94.4,82.1,3.6,85.6
94.5,82.2,3.9,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.9,90.0
94.5,82.2,3.9,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.4,82.2,3.8,85.2
94.4,82.2,3.9,85.2
94.5,82.2,3.9,90.0
94.4,82.2,3.8,85.2
94.4,82.2,3.9,85.2
94.4,82.2,3.8,85.2
94.5,82.2,3.9,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.9,90.0
94.4,82.2,3.6,85.2
94.5,82.2,3.8,90.0
94.4,82.2,3.8,85.2
94.4,82.2,3.6,85.2
94.4,82.2,3.9,85.2
94.4,82.2,3.9,85.2
94.5,82.2,3.9,90.0
94.5,82.2,3.8,90.0
94.4,82.2,3.8,85.2
94.4,82.1,3.8,85.6
94.4,82.2,3.8,85.2
94.5,82.2,3.8,90.0
94.4,82.2,3.9,85.2
94.5,82.2,3.9,90.0
94.5,82.2,3.9,90.0
94.5,82.2,3.8,90.0
94.4,82.1,3.9,85.6
94.5,82.2,3.8,90.0
94.5,82.1,3.6,90.0
94.5,82.1,3.8,90.0
94.4,82.2,3.8,85.2
94.5,82.2,3.8,90.0
94.4,82.2,3.6,85.2
94.5,82.2,3.9,90.0
94.5,82.2,3.8,90.0
94.4,82.2,3.9,85.2
94.4,82.2,3.8,85.2
94.4,82.2,3.8,85.2
94.5,82.2,3.9,90.0
94.4,82.2,3.9,85.2
94.4,82.2,3.8,85.2
94.4,82.2,3.6,85.2
94.4,82.2,3.8,85.2
94.4,82.2,3.9,85.2
94.4,82.2,3.9,85.2
94.4,82.2,3.8,85.2
94.4,82.2,3.6,85.2
94.4,82.2,3.6,85.2
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.4,82.2,3.8,85.2
94.5,82.2,3.6,90.0
94.5,82.2,3.8,90.0
94.4,82.2,3.9,85.2
94.5,82.2,3.9,90.0
94.5,82.2,3.9,90.0
94.5,82.2,3.8,90.0
94.4,82.2,3.6,85.2
94.5,82.2,3.8,90.0
94.5,82.1,3.8,90.0
94.4,82.2,3.6,85.2
94.5,82.2,3.8,90.0
94.4,82.2,3.8,85.2
94.4,82.2,3.9,85.2
94.4,82.2,3.9,85.2
94.5,82.2,3.8,90.0
94.5,82.2,3.9,90.0
94.4,82.2,3.6,85.2
94.4,82.2,3.8,85.2
94.4,82.2,3.8,85.2
94.4,82.2,3.8,85.2
94.4,82.2,3.8,85.2
94.5,82.2,3.6,90.0
94.5,82.2,3.9,90.0
94.5,82.2,3.9,90.0
94.4,82.2,3.8,85.2
94.4,82.2,3.9,85.2
94.5,82.2,3.9,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.6,90.0
94.5,82.1,3.8,90.0
94.4,82.2,3.8,85.2
94.5,82.1,3.8,90.0
94.5,82.1,3.8,90.0
94.5,82.2,3.8,90.0
94.5,82.2,3.8,90.0
94.5,82.1,3.8,90.0
94.5,82.1,3.8,90.0
94.5,82.2,3.8,90.0
94.4,82.1,3.8,85.6
94.4,82.1,3.8,85.6
94.5,82.1,3.8,90.0
94.5,82.1,3.6,90.0
94.3,82.1,3.6,90.0
94.1,81.8,3.7,85.6
94.0,81.8,3.5,90.0
93.9,81.6,3.5,85.2
93.9,81.6,3.8,85.2
93.9,81.5,4.2,85.6
93.8,81.2,4.2,90.0
93.8,81.1,4.7,90.0
93.8,80.8,5.2,90.0
93.7,80.9,6.0,90.0
93.6,80.2,6.8,94.4
93.6,80.2,7.9,94.4
93.7,79.7,9.4,90.0
93.3,79.2,10.8,85.6
93.3,78.8,10.9,85.6
93.2,78.5,14.5,90.0
93.2,78.7,16.2,90.0
93.2,78.4,18.1,90.0
93.1,77.9,19.5,94.1
92.9,77.6,21.1,90.0
92.8,76.3,23.2,94.1
92.8,76.4,24.7,94.1
92.8,76.5,26.6,94.1
92.7,76.2,28.5,90.0
92.7,75.9,30.0,98.1
92.7,75.7,31.9,90.0
92.6,75.4,33.7,85.9
92.4,74.7,35.9,90.0
92.4,74.5,37.7,90.0
92.4,74.4,41.4,90.0
92.4,74.2,43.2,90.0
92.6,74.0,43.2,90.0
92.6,74.0,45.1,90.0
92.8,73.4,47.0,90.0
92.8,73.2,47.0,90.0
92.8,73.2,50.7,90.0
93.0,73.3,52.5,90.0
93.1,73.0,52.5,86.4
93.2,72.8,55.1,90.0
93.4,72.8,56.3,90.0
93.6,72.5,56.9,90.0
93.8,72.5,57.8,90.0
93.8,72.6,58.4,90.0
93.8,72.4,59.3,90.0
93.8,72.4,59.3,86.6
93.8,72.3,60.1,86.4
94.0,72.4,60.5,86.4
94.1,72.3,60.8,90.0
94.1,72.2,60.8,90.0
94.1,72.2,60.8,90.0
94.1,72.3,61.0,90.0
94.0,72.4,60.7,86.6
94.1,72.4,60.6,90.0
94.1,72.5,59.8,90.0
94.0,72.5,59.6,86.6
94.0,72.6,59.3,86.4
94.0,72.5,59.2,86.4
94.0,72.5,58.7,86.4
94.0,72.5,58.4,86.4
