116.1,62.518.7
117.1,64.129.3
119.3,65.334.9
120.9,66.440.7
121.5,67.248.5
123.2,68.556.2
123.7,69.661.2
124.1,70.464.6
124.6,71.167.7
124.1,71.767.3
123.9,71.667.0
123.8,71.665.5
123.8,71.365.3
122.8,70.763.7
122.6,70.363.0
122.0,69.662.8
121.7,69.162.0
121.7,68.961.8
121.4,68.661.8
121.4,68.461.5
121.3,68.361.5
121.2,68.661.5
121.2,69.061.5
121.2,69.261.4
121.1,69.561.5
120.8,69.661.3
120.8,69.661.3
120.4,69.661.2
120.4,69.661.3
120.2,69.461.4
120.0,69.461.4
120.1,69.461.4
120.3,69.261.6
120.6,69.461.9
121.6,69.662.5
121.5,69.662.7
121.9,69.962.7
121.9,70.162.9
121.8,69.963.2
121.6,69.963.2
121.0,69.563.7
120.8,69.664.0
120.6,69.464.0
120.4,69.464.6
120.3,69.464.8
120.3,69.564.9
120.1,69.364.7
120.0,69.165.2
120.1,69.265.3
120.2,69.165.6
120.4,69.166.2
120.6,69.266.5
120.8,69.266.5
121.0,69.066.8
121.2,68.967.5
121.3,68.667.5
121.3,68.667.8
121.1,68.568.1
120.7,68.468.4
120.7,68.468.8
120.2,68.569.0
119.9,68.469.3
119.8,68.570.0
119.6,68.570.2
119.6,68.570.4
119.5,68.571.1
119.3,68.571.7
119.2,68.672.5
119.1,68.872.6
119.0,68.972.8
119.0,69.173.0
118.8,69.373.5
118.6,69.473.8
118.2,69.574.0
118.0,69.573.8
118.0,69.573.5
117.8,69.673.4
117.6,69.671.6
117.9,69.670.4
118.1,69.569.3
118.1,69.468.4
118.2,68.967.7
118.3,68.966.3
118.5,68.466.1
118.5,68.265.1
118.5,67.962.9
118.8,67.762.4
118.9,67.662.1
118.7,67.561.1
118.9,67.360.0
119.0,67.259.1
119.2,67.158.5
119.2,67.057.6
119.4,66.957.1
119.4,66.857.1
119.4,66.855.2
119.7,66.654.7
118.7,69.154.3
118.7,69.153.7
118.8,69.053.3
118.9,68.953.0
118.9,68.952.7
119.0,68.952.2
119.0,68.851.5
117.0,68.251.3
117.0,68.251.0
117.1,68.150.2
117.2,68.050.1
117.2,68.050.1
117.2,68.050.1
117.2,68.050.1
117.2,68.050.1
115.5,68.550.1
115.5,68.550.4
115.4,68.550.5
115.4,68.550.7
115.4,68.551.3
115.3,68.651.4
115.3,68.651.8
115.3,68.751.9
116.0,69.151.9
115.9,69.151.8
116.0,69.151.8
116.0,69.151.6
116.0,69.151.6
116.0,69.151.6
116.0,69.151.8
116.0,69.151.6
115.0,68.251.6
115.0,68.251.6
115.0,68.251.4
115.0,68.251.6
115.0,68.251.3
115.0,68.251.3
115.0,68.251.1
115.0,68.151.1
115.0,68.151.3
113.7,67.751.2
113.7,67.751.2
113.7,67.751.2
113.7,67.751.1
113.7,67.750.6
113.8,67.649.3
113.9,67.547.2
114.2,67.243.9
115.0,69.940.2
115.5,69.535.8
116.0,69.125.3
117.2,68.114.7
115.8,70.47.9
116.5,69.83.7
117.0,69.44.7
116.9,69.53.0
117.1,69.43.0
117.1,69.43.2
117.7,69.43.3
117.7,69.43.0
117.7,69.43.2
117.7,69.43.3
117.7,69.43.0
117.7,69.43.0
117.7,69.43.0
117.7,69.43.3
117.7,69.43.0
117.7,69.42.9
117.7,69.43.3
117.5,69.43.0
117.6,69.43.3
117.7,69.43.3
117.7,69.43.3
117.5,69.43.3
117.5,69.43.3
117.7,69.53.3
117.7,69.53.5
117.6,69.43.0
117.7,69.43.2
117.7,69.43.2
117.7,69.53.0
117.7,69.53.2
117.7,69.53.0
117.7,69.43.2
117.7,69.43.2
117.7,69.53.3
117.7,69.53.2
117.7,69.53.2
117.7,69.42.9
117.7,69.43.0
117.7,69.53.0
117.7,69.53.0
117.7,69.43.0
117.7,69.43.2
117.7,69.53.3
117.7,69.53.0
117.7,69.53.0
117.7,69.53.0
117.7,69.53.0
117.7,69.53.0
117.7,69.53.0
