117.6,229.3,4.2,-90.0
117.2,229.4,4.0,-90.0
117.3,229.4,3.7,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,4.2,-90.0
117.2,229.4,4.0,-90.0
117.2,229.2,4.0,-90.0
117.2,229.2,4.0,-90.0
117.2,229.2,4.2,-90.0
117.2,229.2,4.0,-90.0
117.3,229.2,26.6,-95.2
114.9,229.1,4.0,-90.0
117.2,229.4,4.0,-90.0
117.3,229.4,3.7,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,3.7,-90.0
117.4,229.4,3.7,-94.8
117.2,229.4,4.2,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.2,-90.0
117.2,229.2,3.7,-90.0
117.1,229.2,4.0,-95.2
117.2,229.4,4.0,-90.0
117.3,229.2,4.0,-95.2
117.2,229.4,4.0,-90.0
117.1,229.4,4.0,-94.8
117.3,229.4,3.7,-94.8
117.2,229.4,4.0,-90.0
117.3,229.2,4.2,-95.2
117.2,229.4,4.2,-90.0
117.2,229.2,4.2,-90.0
117.2,229.2,4.0,-90.0
117.2,229.4,68.7,-90.0
110.5,228.5,73.8,-90.0
110.0,228.3,-29.1,-95.2
120.6,229.7,-29.8,-90.0
120.9,229.8,-34.5,-94.8
121.4,229.9,25.0,-94.8
115.0,229.1,-17.1,-90.0
119.4,229.7,42.2,-90.0
113.2,228.8,27.3,-90.0
114.8,229.0,23.6,-90.0
115.2,229.1,4.3,-90.0
117.2,229.2,4.2,-90.0
117.2,229.4,4.2,-90.0
117.1,229.4,3.7,-94.8
117.2,229.4,4.2,-90.0
117.2,229.4,4.0,-90.0
117.3,229.4,4.0,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.3,229.4,4.2,-94.8
117.3,229.4,4.0,-94.8
117.1,229.4,4.2,-94.8
117.3,229.4,4.2,-94.8
117.2,229.2,4.0,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,4.0,-90.0
117.2,229.2,4.0,-90.0
117.2,229.4,4.0,-90.0
117.3,229.2,4.0,-95.2
117.2,229.4,4.0,-90.0
117.3,229.2,4.0,-95.2
117.2,229.4,4.0,-90.0
117.2,229.2,4.0,-90.0
117.3,229.4,4.0,-94.8
117.2,229.4,4.0,-90.0
117.3,229.2,4.0,-95.2
117.1,229.4,4.0,-94.8
117.2,229.4,3.7,-90.0
117.2,229.4,4.2,-99.5
117.2,229.4,4.0,-90.0
117.2,229.4,4.2,-90.0
117.3,229.4,4.2,-94.8
117.2,229.4,4.0,-90.0
117.2,229.2,4.0,-90.0
117.2,229.4,4.2,-90.0
117.2,229.4,4.2,-90.0
117.2,229.4,4.2,-90.0
117.3,229.4,4.0,-94.8
117.2,229.4,3.7,-90.0
117.4,229.4,4.0,-94.8
117.2,229.4,4.2,-90.0
117.2,229.2,4.0,-90.0
117.2,229.2,4.2,-90.0
117.2,229.2,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.2,4.0,-90.0
117.3,229.4,5.7,-94.8
117.0,229.3,4.0,-90.0
117.2,229.4,-6.7,-90.0
118.3,229.5,1.2,-90.0
117.5,229.4,-5.2,-90.0
118.0,229.5,-1.5,-94.8
117.9,229.3,4.0,-95.2
117.2,229.2,4.2,-90.0
117.2,229.4,4.2,-90.0
117.2,229.4,-3.5,-90.0
118.0,229.3,-1.0,-90.0
117.7,229.3,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.2,-90.0
117.2,229.4,4.2,-90.0
117.2,229.4,4.2,-90.0
117.3,229.4,3.7,-94.8
117.2,229.4,4.0,-90.0
117.1,229.4,3.7,-94.8
117.2,229.2,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,3.7,-90.0
117.4,229.4,4.0,-94.8
117.2,229.4,3.7,-90.0
117.1,229.4,4.0,-94.8
117.2,229.4,4.0,-90.0
117.1,229.4,3.7,-94.8
117.2,229.4,3.7,-90.0
117.2,229.4,4.0,-90.0
117.3,229.4,4.0,-94.8
117.2,229.4,4.0,-90.0
117.2,229.1,3.8,-90.0
117.2,229.4,3.7,-90.0
117.4,229.4,3.7,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.3,229.4,3.7,-94.8
117.2,229.4,4.0,-90.0
117.3,229.4,4.0,-94.8
117.3,229.4,3.7,-94.8
117.2,229.2,3.7,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,3.7,-90.0
117.2,229.4,4.0,-90.0
117.2,229.2,4.0,-90.0
117.2,229.2,3.7,-90.0
117.2,229.4,4.0,-90.0
117.3,229.4,3.7,-94.8
117.1,229.4,4.0,-94.8
117.2,229.4,3.7,-90.0
117.2,229.2,-9.4,-90.0
118.6,229.6,-8.4,-90.0
118.5,229.5,-24.3,-90.0
120.3,229.8,-14.7,-94.8
119.1,229.6,81.4,-90.0
109.1,228.3,71.6,-94.8
110.2,228.4,74.1,-90.0
110.0,228.4,3.6,-94.8
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.2,229.4,3.7,-90.0
117.4,229.2,3.7,-95.2
117.2,229.4,4.0,-90.0
117.2,229.4,4.0,-90.0
117.3,229.4,3.7,-94.8
117.2,229.4,4.2,-90.0
117.3,229.4,4.0,-94.8
117.3,229.4,3.7,-94.8
117.2,229.4,4.0,-90.0
117.3,229.4,3.7,-94.8
117.1,229.4,4.0,-94.8
117.2,229.4,4.0,-90.0
117.3,229.4,3.7,-94.8
117.2,229.4,3.7,-90.0
