100.482,234.519,-0.668
100.473,234.511,-0.668
100.601,234.361,-0.906
100.482,234.519,-0.919
100.610,234.519,-0.668
100.601,234.511,-0.919
100.482,234.519,-0.919
100.610,234.519,-0.668
100.601,234.361,-0.655
100.601,234.361,-0.906
100.481,234.369,-0.907
100.610,234.369,-0.907
100.610,234.668,-0.430
100.593,234.502,-0.918
100.481,234.369,-0.656
100.601,234.361,-0.906
100.481,234.519,-0.919
100.610,234.519,-0.668
100.473,234.361,-0.655
100.601,234.511,-0.668
100.473,234.511,-0.668
100.610,234.519,-0.668
100.601,234.511,-0.919
100.610,234.519,-0.919
100.482,234.519,-0.668
100.601,234.361,-0.906
100.610,234.369,-0.907
100.481,234.369,-0.656
100.610,234.519,-0.919
100.601,234.511,-0.668
100.601,234.511,-0.668
100.601,234.511,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.668
100.611,234.370,-0.656
100.473,234.511,-0.919
100.610,234.519,-0.919
100.473,234.361,-0.655
100.601,234.361,-0.655
100.601,234.511,-0.668
100.601,234.511,-0.919
100.473,234.361,-0.655
100.610,234.370,-0.656
100.601,234.510,-0.668
100.601,234.511,-0.668
100.610,234.369,-0.907
100.610,234.369,-0.656
100.481,234.519,-0.919
100.610,234.519,-0.919
100.610,234.369,-0.907
100.482,234.519,-0.919
100.610,234.370,-0.907
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.919
100.481,234.369,-0.656
100.601,234.361,-0.906
100.610,234.668,-0.932
100.601,234.511,-0.668
100.610,234.519,-0.668
100.482,234.370,-0.907
100.610,234.369,-0.907
100.601,234.510,-0.668
100.601,234.361,-0.655
100.601,234.511,-0.919
100.610,234.369,-0.907
100.610,234.519,-0.668
100.610,234.370,-0.656
100.610,234.369,-0.656
100.472,234.510,-0.919
100.610,234.519,-0.919
100.601,234.510,-0.668
100.601,234.510,-0.919
100.601,234.511,-0.668
100.610,234.519,-0.668
100.610,234.519,-0.668
100.482,234.370,-0.656
100.601,234.361,-0.655
100.601,234.511,-0.668
100.601,234.511,-0.919
100.481,234.519,-0.668
100.601,234.361,-0.655
100.610,234.519,-0.668
100.610,234.370,-0.907
100.610,234.370,-0.907
100.481,234.369,-0.907
100.481,234.369,-0.907
100.481,234.369,-0.907
100.481,234.369,-0.907
100.481,234.369,-0.907
100.481,234.369,-0.907
100.481,234.369,-0.907
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.668
100.610,234.519,-0.668
100.610,234.519,-0.668
100.601,234.511,-0.919
100.601,234.511,-0.919
100.601,234.511,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.669,-0.932
100.610,234.669,-0.932
100.610,234.669,-0.932
100.611,234.370,-0.656
100.611,234.370,-0.656
100.611,234.370,-0.656
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.510,-0.668
100.601,234.510,-0.668
100.601,234.510,-0.668
100.601,234.511,-0.668
100.601,234.511,-0.668
100.601,234.511,-0.919
100.610,234.370,-0.907
100.610,234.370,-0.907
100.610,234.369,-0.656
100.610,234.369,-0.656
100.601,234.510,-0.668
100.601,234.510,-0.668
100.601,234.511,-0.919
100.601,234.511,-0.919
100.601,234.511,-0.919
100.610,234.370,-0.656
100.610,234.370,-0.656
100.610,234.370,-0.656
100.473,234.361,-0.906
100.473,234.361,-0.906
100.473,234.361,-0.906
100.610,234.519,-0.668
100.610,234.519,-0.668
100.610,234.519,-0.668
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.472,234.361,-0.906
100.472,234.361,-0.906
100.472,234.361,-0.906
100.481,234.369,-0.907
100.481,234.369,-0.907
100.481,234.369,-0.907
100.481,234.369,-0.656
100.481,234.369,-0.656
100.481,234.369,-0.656
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.655
100.601,234.361,-0.906
100.601,234.361,-0.906
100.601,234.361,-0.906
100.610,234.369,-0.656
100.610,234.369,-0.656
100.610,234.369,-0.656
100.601,234.510,-0.919
100.601,234.510,-0.919
100.601,234.510,-0.919
100.610,234.519,-0.668
100.610,234.519,-0.668
100.610,234.519,-0.668
100.601,234.511,-0.919
100.601,234.511,-0.919
100.601,234.511,-0.919
100.610,234.370,-0.907
100.610,234.370,-0.907
100.610,234.370,-0.907
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.370,-0.907
100.610,234.370,-0.907
100.610,234.370,-0.907
100.610,234.519,-0.919
100.610,234.519,-0.919
100.610,234.519,-0.919
100.482,234.370,-0.656
100.482,234.370,-0.656
100.482,234.370,-0.656
100.482,234.370,-0.656
100.482,234.370,-0.656
100.482,234.370,-0.656
100.482,234.370,-0.656
100.482,234.370,-0.656
100.473,234.510,-0.668
100.473,234.510,-0.668
100.473,234.510,-0.668
100.473,234.510,-0.668
100.601,234.511,-0.919
100.601,234.511,-0.919
